,school_name,address,service,lat,lon
398,J.H.S. 144 Michelangelo,"2545 GUNTHER AVENUE, BRONX, NY, 10469",School Mental Health Specialist Program,40.864189,-73.8365765
399,P.S. 175 City Island,"200 CITY ISLAND AVENUE, BRONX, NY, 10464",School Mental Health Specialist Program,40.84379,-73.7846911
400,M.S. 180 Dr. Daniel Hale Williams,"700 BAYCHESTER AVENUE, BRONX, NY, 10475",School Mental Health Specialist Program,40.8732692,-73.831706
401,I.S. 181 Pablo Casals,"800 BAYCHESTER AVENUE, BRONX, NY, 10475",School Mental Health Specialist Program,40.874963,-73.831706
402,Cornerstone Academy for Social Action,"3441 STEENWICK AVENUE, BRONX, NY, 10475",School-based Mental Health Clinic,40.8831455,-73.83078700000002
403,P.S./M.S. 194,"2365 WATERBURY AVENUE, BRONX, NY, 10462",School Mental Health Specialist Program,40.8351995,-73.8465928
404,Bronx Health Sciences High School,"750 BAYCHESTER AVENUE, BRONX, NY, 10475",School-based Health Center w/ Mental Health,40.8741149,-73.83285459999999
405,Bronx High School for Writing and Communication Arts,"800 EAST GUN HILL ROAD, BRONX, NY, 10467",School-based Health Center w/ Mental Health,40.8751267,-73.8617246
406,Bronx Lab School,"800 EAST GUN HILL ROAD, BRONX, NY, 10467",School-based Health Center w/ Mental Health,40.8751267,-73.8617246
407,Academy for Scholarship and Entrepreneurship: A College Board School,"921 EAST 228TH STREET, BRONX, NY, 10466",School-based Health Center w/ Mental Health,40.8880644,-73.8527494
408,High School of Computers and Technology,"800 EAST GUN HILL ROAD, BRONX, NY, 10467",School-based Health Center w/ Mental Health,40.8751267,-73.8617246
409,North Bronx School of Empowerment,"3710 BARNES AVENUE, BRONX, NY, 10467",Community School MH,40.8808122,-73.8605855
410,Collegiate Institute for Math and Science,"925 ASTOR AVENUE, BRONX, NY, 10469",School-based Health Center w/ Mental Health,40.8602833,-73.8603759
411,Bronx Academy of Health Careers,"800 EAST GUN HILL ROAD, BRONX, NY, 10467",School-based Health Center w/ Mental Health,40.8751267,-73.8617246
412,Astor Collegiate Academy,"925 ASTOR AVENUE, BRONX, NY, 10469",School-based Health Center w/ Mental Health,40.8602833,-73.8603759
413,Bronx Green Middle School,"2441 WALLACE AVENUE, BRONX, NY, 10467",School Mental Health Specialist Program,40.8624813,-73.8649701
414,Bronx Alliance Middle School,"3750 BAYCHESTER AVENUE, BRONX, NY, 10466",School-based Health Center w/ Mental Health,40.8861491,-73.8404879
415,Young Voices Academy of the Bronx,"800 LYDIG AVENUE, BRONX, NY, 10462",School-based Mental Health Clinic,40.854327,-73.8636587
416,Leaders of Tomorrow,"3710 BARNES AVENUE, BRONX, NY, 10467",Community School MH,40.8808122,-73.8605855
417,Bronx High School for the Visual Arts,"2040 ANTIN PL, BRONX, NY, 10462",School Mental Health Specialist Program,40.8517357,-73.8644905
418,Harry S Truman High School,"750 BAYCHESTER AVENUE, BRONX, NY, 10475",School-based Health Center w/ Mental Health,40.8741149,-73.83285459999999
419,Cornerstone Academy for Social Action Middle School (CASA),"3441 STEENWICK AVENUE, BRONX, NY, 10475",School-based Mental Health Clinic,40.8831455,-73.83078700000002
420,Pelham Academy of Academics and Community Engagement,"2441 WALLACE AVENUE, BRONX, NY, 10467",School Mental Health Specialist Program,40.8624813,-73.8649701
421,P.S./M.S. 11X498 - Van Nest Academy,"1640 BRONXDALE AVE, BRONX, NY, 10462",School Mental Health Specialist Program,40.8449981,-73.8579869
422,Bronxdale High School,"925 ASTOR AVENUE, BRONX, NY, 10469",School-based Health Center w/ Mental Health,40.8602833,-73.8603759
423,High School of Language and Innovation,"925 ASTOR AVENUE, BRONX, NY, 10469",School-based Health Center w/ Mental Health,40.8602833,-73.8603759
424,New World High School,"921 EAST 228TH STREET, BRONX, NY, 10466",School-based Health Center w/ Mental Health,40.8880644,-73.8527494
425,The Bronxwood Preparatory Academy,"921 EAST 228TH STREET, BRONX, NY, 10466",School-based Health Center w/ Mental Health,40.8880644,-73.8527494
426,One World Middle School at Edenwald,"3750 BAYCHESTER AVENUE, BRONX, NY, 10466",School-based Health Center w/ Mental Health,40.8861491,-73.8404879
427,Baychester Middle School,"3750 BAYCHESTER AVENUE, BRONX, NY, 10466",School-based Health Center w/ Mental Health,40.8861491,-73.8404879
428,Pelham Preparatory Academy,"925 ASTOR AVENUE, BRONX, NY, 10469",School-based Health Center w/ Mental Health,40.8602833,-73.8603759
429,High School for Contemporary Arts,"800 EAST GUN HILL ROAD, BRONX, NY, 10467",School-based Health Center w/ Mental Health,40.8751267,-73.8617246
430,Bronx Aerospace High School,"800 EAST GUN HILL ROAD, BRONX, NY, 10467",School-based Health Center w/ Mental Health,40.8751267,-73.8617246
431,Bronx Park Middle School,"2441 WALLACE AVENUE, BRONX, NY, 10467",School Mental Health Specialist Program,40.8624813,-73.8649701
432,Pelham Gardens Middle School,"2545 GUNTHER AVENUE, BRONX, NY, 10469",School Mental Health Specialist Program,40.864189,-73.8365765
433,P.S. 006 West Farms,"1000 EAST TREMONT AVENUE, BRONX, NY, 10460",School Mental Health Specialist Program,40.84056630000001,-73.882082
434,P.S. 061 Francisco Oller,"1550 CROTONA PARK EAST, BRONX, NY, 10460",School-based Mental Health Clinic,40.8363733,-73.8927625
435,P.S. 066 School of Higher Expectations,"1001 JENNINGS STREET, BRONX, NY, 10460",School-based Health Center w/ Mental Health,40.8312555,-73.8866072
436,J.H.S. 098 Herman Ridder,"1619 BOSTON ROAD, BRONX, NY, 10460",School-based Health Center w/ Mental Health,40.8363157,-73.8907414
437,M.S. 129 Academy for Independent Learning and Leadership,"2055 MAPES AVENUE, BRONX, NY, 10460",School Response Team,40.8460475,-73.88632179999999
438,P.S. 150 Charles James Fox,"920 EAST 167 STREET, BRONX, NY, 10459",School Mental Health Specialist Program,40.8259126,-73.8942782
439,E.S.M.T- I.S. 190,"1550 CROTONA PARK EAST, BRONX, NY, 10460",School-based Mental Health Clinic,40.8363733,-73.8927625
440,P.S. 211,"1919 PROSPECT AVENUE, BRONX, NY, 10457",Community School MH,40.8437691,-73.8903279
441,P.S. 214,"1970 WEST FARMS ROAD, BRONX, NY, 10460",School Mental Health Specialist Program,40.83941,-73.8801376
442,School of Performing Arts,"977 FOX STREET, BRONX, NY, 10459",Community School MH,40.8220835,-73.8940382
443,Mott Hall V,"1551 EAST 172ND STREET, BRONX, NY, 10472",Prevention Intervention Program MH,40.8318874,-73.8772819
444,"Metropolitan High School, The","1180 REV. J.A. POLITE AVE., BRONX, NY, 10459",Community School MH,40.82773299999999,-73.897018
445,Explorations Academy H.S.,"1619 BOSTON ROAD, BRONX, NY, 10460",School-based Health Center w/ Mental Health,40.8363157,-73.8907414
446,Bronx Latin,"800 HOME STREET, BRONX, NY, 10456",School-based Health Center w/ Mental Health,40.8273875,-73.9008013
447,East Bronx Academy for the Future,"1716 SOUTHERN BOULEVARD, BRONX, NY, 10460",Community School MH,40.8368071,-73.8877096
448,Frederick Douglass Academy V. Middle School,"2111 CROTONA AVENUE, BRONX, NY, 10457",School Mental Health Specialist Program,40.84868900000001,-73.8889039
449,Fannie Lou Hamer Middle School,"1001 JENNINGS STREET, BRONX, NY, 10460",Community School MH,40.8312555,-73.8866072
450,The School of Science and Applied Learning,"2050 PROSPECT AVENUE, BRONX, NY, 10457",School Mental Health Specialist Program,40.8458286,-73.88710739999999
451,Kappa III,"2055 MAPES AVENUE, BRONX, NY, 10460",School Mental Health Specialist Program,40.8460475,-73.88632179999999
452,Accion Academy,"977 FOX STREET, BRONX, NY, 10459",Community School MH,40.8220835,-73.8940382
453,Emolior Academy,"1970 WEST FARMS ROAD, BRONX, NY, 10460",School Mental Health Specialist Program,40.83941,-73.8801376
454,Pan American International High School at Monroe,"1300 BOYNTON AVENUE, BRONX, NY, 10472",School-based Health Center w/ Mental Health,40.8325896,-73.8784878
455,Arturo A. Schomburg Satellite Academy Bronx,"1010 REV. J. A. POLITE AVENUE, BRONX, NY, 10459",School-based Health Center w/ Mental Health,40.8232858,-73.89873419999999
456,Urban Scholars Community School,"1180 TINTON AVENUE, BRONX, NY, 10456",Community School MH,40.8286698,-73.9000659
457,The Cinema School,"1551 EAST 172ND STREET, BRONX, NY, 10472",School-based Health Center w/ Mental Health,40.8318874,-73.8772819
458,Bronx Career and College Preparatory High School,"800 HOME STREET, BRONX, NY, 10456",Community School MH,40.8273875,-73.9008013
459,Bronx Regional High School,"1010 REV. J. A. POLITE AVENUE, BRONX, NY, 10459",School-based Health Center w/ Mental Health,40.8232858,-73.89873419999999
460,Bronx Envision Academy,"1619 BOSTON ROAD, BRONX, NY, 10460",School-based Health Center w/ Mental Health,40.8363157,-73.8907414
461,The Metropolitan Soundview High School,"1300 BOYNTON AVENUE, BRONX, NY, 10472",School-based Health Center w/ Mental Health,40.8325896,-73.8784878
462,High School of World Cultures,"1300 BOYNTON AVENUE, BRONX, NY, 10472",School-based Health Center w/ Mental Health,40.8325896,-73.8784878
463,P.S. 595,"700 EAST 179 STREET, BRONX, NY, 10457",Community School MH,40.8462893,-73.8893633
464,Wings Academy,"1122 EAST 180 STREET, BRONX, NY, 10460",School Mental Health Specialist Program,40.8413652,-73.8752636
465,P.S. 003 The Bedford Village,"50 JEFFERSON AVENUE, BROOKLYN, NY, 11216",H+H School,40.6823893,-73.9553153
466,Public School 9 The Sarah Smith Garnet School,"80 UNDERHILL AVENUE, BROOKLYN, NY, 11238",H+H School,40.6784354,-73.96583059999999
467,P.S. 011 Purvis J. Behan,"419 WAVERLY AVENUE, BROOKLYN, NY, 11238",H+H School,40.6854357,-73.9658766
468,P.S. 020 Clinton Hill,"225 ADELPHI STREET, BROOKLYN, NY, 11205",School-based Mental Health Clinic,40.6912212,-73.9712066
469,P.S. 044 Marcus Garvey,"432 MONROE STREET, BROOKLYN, NY, 11221",H+H School,40.68628830000001,-73.940896
470,P.S. 054 Samuel C. Barnes,"195 SANDFORD STREET, BROOKLYN, NY, 11205",H+H School,40.6926096,-73.9527438
471,P.S. 056 Lewis H. Latimer,"170 GATES AVENUE, BROOKLYN, NY, 11238",H+H School,40.6842985,-73.9603205
472,P.S. 067 Charles A. Dorsey,"51 SAINT EDWARDS STREET, BROOKLYN, NY, 11205",Community School MH,40.6951863,-73.97767689999999
473,P.S. 093 William H. Prescott,"31 NEW YORK AVENUE, BROOKLYN, NY, 11216",H+H School,40.6789776,-73.9465065
474,M.S. 113 Ronald Edmonds Learning Center,"300 ADELPHI STREET, BROOKLYN, NY, 11205",H+H School,40.6888586,-73.971716
475,Dr. Susan S. McKinney Secondary School of the Arts,"101 PARK AVENUE, BROOKLYN, NY, 11205",H+H School,40.6967968,-73.9760706
476,M.S. K266 - Park Place Community Middle School,"62 PARK PLACE, BROOKLYN, NY, 11217",H+H School,40.6787211,-73.9763369
477,P.S. 282 Park Slope,"180 6 AVENUE, BROOKLYN, NY, 11217",School-based Mental Health Clinic,40.6766719,-73.977631
478,Satellite East Middle School,"31 NEW YORK AVENUE, BROOKLYN, NY, 11216",Community School MH,40.6789776,-73.9465065
479,P.S. 307 Daniel Hale Williams,"209 YORK STREET, BROOKLYN, NY, 11201",School-based Mental Health Clinic,40.701462,-73.98141609999999
480,Dock Street School for STEAM Studies,"19 DOCK STREET, BROOKLYN, NY, 11201",School-based Mental Health Clinic,40.7030848,-73.9922313
481,Urban Assembly School of Music and Art,"49 FLATBUSH AVENUE EXTENSION, BROOKLYN, NY, 11201",School-based Mental Health Clinic,40.6973489,-73.98474759999999
482,The Urban Assembly Unison School,"170 GATES AVENUE, BROOKLYN, NY, 11238",School Mental Health Specialist Program,40.6842985,-73.9603205
483,Brooklyn Community Arts & Media High School (BCAM),"300 WILLOUGHBY AVENUE, BROOKLYN, NY, 11205",Community School MH,40.6917732,-73.9584849
484,"Science Skills Center High School for Science, Technology and the Creative Arts","49 FLATBUSH AVENUE EXTENSION, BROOKLYN, NY, 11201",School-based Mental Health Clinic,40.6973489,-73.98474759999999
485,Brooklyn Technical High School,"29 FT GREENE PLACE, BROOKLYN, NY, 11217",School Mental Health Specialist Program,40.6889184,-73.97648699999999
486,Brooklyn International High School,"49 FLATBUSH AVENUE EXTENSION, BROOKLYN, NY, 11201",School-based Mental Health Clinic,40.6973489,-73.98474759999999
487,The Urban Assembly School for Law and Justice,"283 ADAMS STREET, BROOKLYN, NY, 11201",School-based Mental Health Clinic,40.6946321,-73.9884265
488,Academy of Arts and Letters,"344 MONROE STREET, BROOKLYN, NY, 11216",H+H School,40.6859446,-73.94530329999999
489,Urban Assembly Institute of Math and Science for Young Women,"283 ADAMS STREET, BROOKLYN, NY, 11201",School-based Mental Health Clinic,40.6946321,-73.9884265
490,Brooklyn Academy High School,"832 MARCY AVENUE, BROOKLYN, NY, 11216",H+H School,40.6844639,-73.9483771
491,Gotham Professional Arts Academy,"561 GRAND AVENUE, BROOKLYN, NY, 11238",School Mental Health Specialist Program,40.6785204,-73.9617427
492,Bedford Academy High School,"1119 BEDFORD AVENUE, BROOKLYN, NY, 11216",H+H School,40.6855293,-73.9540295
493,Benjamin Banneker Academy,"71-77 CLINTON AVENUE, BROOKLYN, NY, 11205",School-based Health Center w/ Mental Health,40.6956408,-73.969318
494,Fort Greene Preparatory Academy,"100 CLERMONT AVENUE, BROOKLYN, NY, 11205",H+H School,40.6948636,-73.9717309
495,District 13 PRE-K Center,"19 DOCK STREET, BROOKLYN, NY, 11201",School-based Mental Health Clinic,40.7030848,-73.9922313
496,I.S. 915,"105 TECH PLACE, BROOKLYN, NY, 11201",School Mental Health Specialist Program,40.6955452,-73.985323
497,P.S. 018 Edward Bush,"101 MAUJER STREET, BROOKLYN, NY, 11206",School Mental Health Specialist Program,40.7108288,-73.9469101
498,P.S. 023 Carter G. Woodson,"545 WILLOUGHBY AVENUE, BROOKLYN, NY, 11206",School Mental Health Specialist Program,40.6941963,-73.9474627
499,J.H.S. 050 John D. Wells,"183 SOUTH 3 STREET, BROOKLYN, NY, 11211",Community School MH,40.7117745,-73.9596149
500,Juan Morel Campos Secondary School,"215 HEYWARD STREET, BROOKLYN, NY, 11206",Community School MH,40.7039101,-73.9537081
501,P.S. 084 Jose De Diego,"250 Berry Street, Brooklyn, NY, 11249",School Mental Health Specialist Program,40.7148137,-73.9633052
502,P.S. 120 Carlos Tapia,"18 BEAVER STREET, BROOKLYN, NY, 11206",School Mental Health Specialist Program,40.7007468,-73.9376826
503,John Ericsson Middle School 126,"424 LEONARD STREET, BROOKLYN, NY, 11222",Community School MH,40.7197652,-73.9478321
504,P.S. 147 Isaac Remsen,"325 BUSHWICK AVENUE, BROOKLYN, NY, 11206",School-based Mental Health Clinic,40.7050566,-73.9386916
505,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,"850 KENT AVENUE, BROOKLYN, NY, 11205",School Mental Health Specialist Program,40.6953729,-73.95995309999999
506,I.S. 318 Eugenio Maria De Hostos,"101 WALTON STREET, BROOKLYN, NY, 11206",Prevention Intervention Program MH,40.7031073,-73.94833539999999
507,"Brooklyn Latin School, The","223 GRAHAM AVENUE, BROOKLYN, NY, 11206",School-based Health Center w/ Mental Health,40.709729,-73.9443861
508,The Williamsburg High School of Art and Technology,"223 GRAHAM AVENUE, BROOKLYN, NY, 11206",Community School MH,40.709729,-73.9443861
509,PROGRESS High School for Professional Careers,"850 GRAND STREET, BROOKLYN, NY, 11211",School-based Health Center w/ Mental Health,40.7119673,-73.94004989999999
510,East Williamsburg Scholars Academy,"850 GRAND STREET, BROOKLYN, NY, 11211",Prevention Intervention Program MH,40.7119673,-73.94004989999999
511,"The High School for Enterprise, Business and Technology","850 GRAND STREET, BROOKLYN, NY, 11211",School-based Health Center w/ Mental Health,40.7119673,-73.94004989999999
512,Brooklyn Preparatory High School,"257 NORTH 6 STREET, BROOKLYN, NY, 11211",School Mental Health Specialist Program,40.7154923,-73.9550398
513,Williamsburg Preparatory School,"257 NORTH 6 STREET, BROOKLYN, NY, 11211",School Mental Health Specialist Program,40.7154923,-73.9550398
514,Conselyea Preparatory School,"208 NORTH 5 STREET, BROOKLYN, NY, 11211",School Mental Health Specialist Program,40.715217,-73.9569941
515,M.S. 582,"207 BUSHWICK AVENUE, BROOKLYN, NY, 11206",Community School MH,40.708637,-73.9394264
516,Lyons Community School,"223 GRAHAM AVENUE, BROOKLYN, NY, 11206",School-based Health Center w/ Mental Health,40.709729,-73.9443861
517,A-Tech High School,"50 BEDFORD AVENUE, BROOKLYN, NY, 11222",Community School MH,40.7220162,-73.9538965
518,Young Women's Leadership School of Brooklyn,"325 BUSHWICK AVENUE, BROOKLYN, NY, 11206",School-based Mental Health Clinic,40.7050566,-73.9386916
519,El Puente Academy for Peace and Justice,"250 HOOPER STREET, BROOKLYN, NY, 11211",School Mental Health Specialist Program,40.7056121,-73.9555879
520,P.S. 001 The Bergen,"309 47 STREET, BROOKLYN, NY, 11220",School-based Health Center w/ Mental Health,40.6486563,-74.0112375
521,"Magnet School of Math, Science and Design Technology","511 7 AVENUE, BROOKLYN, NY, 11215",School-based Mental Health Clinic,40.66092260000001,-73.9862168
522,P.S. 015 Patrick F. Daly,"71 SULLIVAN STREET, BROOKLYN, NY, 11231",School-based Health Center w/ Mental Health,40.6769361,-74.01193099999999
523,P.S. 024,"427 38 STREET, BROOKLYN, NY, 11232",School-based Health Center w/ Mental Health,40.652853,-74.0046414
524,M.S. 51 William Alexander,"350 5 AVENUE, BROOKLYN, NY, 11215",School-based Health Center w/ Mental Health,40.6722839,-73.98456399999999
525,J.H.S. 088 Peter Rouget,"544 7TH AVENUE, BROOKLYN, NY, 11215",School-based Mental Health Clinic,40.6602554,-73.98805329999999
526,I.S. 136 Charles O. Dewey,"4004 4 AVENUE, BROOKLYN, NY, 11232",School-based Health Center w/ Mental Health,40.6519928,-74.0072938
527,"The Brooklyn New School, P.S. 146","610 HENRY STREET, BROOKLYN, NY, 11231",School-based Health Center w/ Mental Health,40.6794537,-74.0021478
528,P.S. 169 Sunset Park,"4305 7 AVENUE, BROOKLYN, NY, 11232",School-based Mental Health Clinic,40.6459698,-74.0018264
529,P.S. 172 Beacon School of Excellence,"825 4 AVENUE, BROOKLYN, NY, 11232",School-based Mental Health Clinic,40.657666,-74.000168
530,Digital Arts and Cinema Technology High School,"284 BALTIC STREET, BROOKLYN, NY, 11201",School-based Health Center w/ Mental Health,40.6849801,-73.9937004
531,M.S. 442 Carroll Gardens School for Innovation,"500 19 STREET, BROOKLYN, NY, 11215",School Mental Health Specialist Program,40.6564072,-73.9827275
532,New Voices School of Academic & Creative Arts,"330 18 STREET, BROOKLYN, NY, 11215",School Mental Health Specialist Program,40.660959,-73.9889256
533,The Math & Science Exploratory School,"345 DEAN STREET, BROOKLYN, NY, 11217",School Mental Health Specialist Program,40.6837172,-73.98023959999999
534,Brooklyn Collaborative Studies,"610 HENRY STREET, BROOKLYN, NY, 11231",School-based Health Center w/ Mental Health,40.6794537,-74.0021478
535,John Jay School for Law,"237 7 AVENUE, BROOKLYN, NY, 11215",School Mental Health Specialist Program,40.6693177,-73.97864109999999
536,Cyberarts Studio Academy,"237 7 AVENUE, BROOKLYN, NY, 11215",School Mental Health Specialist Program,40.6693177,-73.97864109999999
537,Park Slope Collegiate,"237 7 AVENUE, BROOKLYN, NY, 11215",School Mental Health Specialist Program,40.6693177,-73.97864109999999
538,The Boerum Hill School for International Studies,"284 BALTIC STREET, BROOKLYN, NY, 11201",School-based Health Center w/ Mental Health,40.6849801,-73.9937004
539,Khalil Gibran International Academy,"362 SCHERMERHORN STREET, BROOKLYN, NY, 11217",School Mental Health Specialist Program,40.6859562,-73.9798394
540,Brooklyn High School of the Arts,"345 DEAN STREET, BROOKLYN, NY, 11217",School Mental Health Specialist Program,40.6837172,-73.98023959999999
541,Sunset Park High School,"153 35TH STREET, BROOKLYN, NY, 11232",School-based Health Center w/ Mental Health,40.6555967,-74.004217
542,Millennium Brooklyn HS,"237 7 AVENUE, BROOKLYN, NY, 11215",School Mental Health Specialist Program,40.6693177,-73.97864109999999
543,Sunset Park Prep,"4004 4 AVENUE, BROOKLYN, NY, 11232",School-based Health Center w/ Mental Health,40.6519928,-74.0072938
544,M.S. 839,"713 CATON AVENUE, BROOKLYN, NY, 11218",School Mental Health Specialist Program,40.6478367,-73.9732286
545,M.S. 035 Stephen Decatur,"272 MACDONOUGH STREET, BROOKLYN, NY, 11233",School Mental Health Specialist Program,40.6816928,-73.93575249999999
546,Whitelaw Reid Academy of Arts and Business,"125 STUYVESANT AVENUE, BROOKLYN, NY, 11221",School-based Mental Health Clinic,40.6916202,-73.9332768
547,P.S. 081 Thaddeus Stevens,"990 DEKALB AVENUE, BROOKLYN, NY, 11221",School Mental Health Specialist Program,40.6930667,-73.9347451
548,"M.S. 267 Math, Science & Technology","800 GATES AVENUE, BROOKLYN, NY, 11221",School-based Mental Health Clinic,40.6878785,-73.93222279999999
549,P.S. 308 Clara Cardwell,"616 QUINCY STREET, BROOKLYN, NY, 11221",Community School MH,40.6882994,-73.9351595
550,P.S. 335 Granville T. Woods,"130 Rochester Avenue, Brooklyn, NY, 11213",Community School MH,40.6744514,-73.9283126
551,Boys and Girls High School,"1700 FULTON STREET, BROOKLYN, NY, 11213",Community School MH,40.67892270000001,-73.9316585
552,Brooklyn High School for Law and Technology,"1396 BROADWAY, BROOKLYN, NY, 11221",School Mental Health Specialist Program,40.688414,-73.92082649999999
553,Brighter Choice Community School,"280 HART STREET, BROOKLYN, NY, 11206",School Mental Health Specialist Program,40.69376099999999,-73.9407122
554,Brooklyn Brownstone School,"272 MACDONOUGH STREET, BROOKLYN, NY, 11233",School Mental Health Specialist Program,40.6816928,-73.93575249999999
555,Research and Service High School,"1700 FULTON STREET, BROOKLYN, NY, 11213",School-based Mental Health Clinic,40.67892270000001,-73.9316585
556,The Brooklyn Academy of Global Finance,"125 STUYVESANT AVENUE, BROOKLYN, NY, 11221",Community School MH,40.6916202,-73.9332768
557,Nelson Mandela High School,"1700 FULTON STREET, BROOKLYN, NY, 11213",School-based Mental Health Clinic,40.67892270000001,-73.9316585
558,The Brooklyn Green School,"130 Rochester Avenue, Brooklyn, NY, 11213",School Mental Health Specialist Program,40.6744514,-73.9283126
559,Parkside Preparatory Academy,"655 PARKSIDE AVENUE, BROOKLYN, NY, 11226",School Mental Health Specialist Program,40.6564304,-73.9513202
560,Dr. Jacqueline Peek-Davis School,"430 HOWARD AVENUE, BROOKLYN, NY, 11233",School-based Mental Health Clinic,40.6730157,-73.919862
561,M.S. 061 Dr. Gladstone H. Atwell,"400 EMPIRE BOULEVARD, BROOKLYN, NY, 11225",School Response Team,40.6637691,-73.948565
562,P.S. 138 Brooklyn,"760 PROSPECT PLACE, BROOKLYN, NY, 11216",H+H School,40.6737453,-73.9513202
563,P.S. 181 Brooklyn,"1023 NEW YORK AVENUE, BROOKLYN, NY, 11203",H+H School,40.6480961,-73.94599339999999
564,P.S. 189 The Bilingual Center,"1100 EAST NEW YORK AVENUE, BROOKLYN, NY, 11212",School Mental Health Specialist Program,40.6654264,-73.92567100000001
565,P.S. 316 Elijah Stroud,"750 CLASSON AVENUE, BROOKLYN, NY, 11238",School-based Mental Health Clinic,40.6745299,-73.9609174
566,I.S. 340,"227 STERLING PLACE, BROOKLYN, NY, 11238",H+H School,40.6762559,-73.9697873
567,Ebbets Field Middle School,"46 MCKEEVER PLACE, BROOKLYN, NY, 11225",Community School MH,40.6648721,-73.9595858
568,Elijah Stroud Middle School,"750 CLASSON AVENUE, BROOKLYN, NY, 11238",School-based Mental Health Clinic,40.6745299,-73.9609174
569,The School of Integrated Learning,"1224 PARK PLACE, BROOKLYN, NY, 11213",Community School MH,40.6723193,-73.9372221
570,P.S. 375 Jackie Robinson School,"46 MCKEEVER PLACE, BROOKLYN, NY, 11225",School-based Mental Health Clinic,40.6648721,-73.9595858
571,Academy for College Preparation and Career Exploration: A College Board School,"911 FLATBUSH AVENUE, BROOKLYN, NY, 11226",School-based Health Center w/ Mental Health,40.64930349999999,-73.95774899999999
572,M.S. K394,"188 ROCHESTER AVENUE, BROOKLYN, NY, 11213",School Mental Health Specialist Program,40.6726739,-73.9283126
573,Academy of Hospitality and Tourism,"911 FLATBUSH AVENUE, BROOKLYN, NY, 11226",School-based Health Center w/ Mental Health,40.64930349999999,-73.95774899999999
574,Ronald Edmonds Learning Center II,"430 HOWARD AVENUE, BROOKLYN, NY, 11233",School-based Mental Health Clinic,40.6730157,-73.919862
575,International High School at Prospect Heights,"883 CLASSON AVENUE, BROOKLYN, NY, 11225",School Mental Health Specialist Program,40.67004070000001,-73.96102859999999
576,The High School for Global Citizenship,"883 CLASSON AVENUE, BROOKLYN, NY, 11225",School Mental Health Specialist Program,40.67004070000001,-73.96102859999999
577,"School for Human Rights, The","600 KINGSTON AVENUE, BROOKLYN, NY, 11203",Prevention Intervention Program MH,40.6593652,-73.9431462
578,High School for Youth and Community Development at Erasmus,"911 FLATBUSH AVENUE, BROOKLYN, NY, 11226",School-based Health Center w/ Mental Health,40.64930349999999,-73.95774899999999
579,High School for Service & Learning at Erasmus,"911 FLATBUSH AVENUE, BROOKLYN, NY, 11226",School-based Health Center w/ Mental Health,40.64930349999999,-73.95774899999999
580,"Science, Technology and Research Early College High School at Erasmus","911 FLATBUSH AVENUE, BROOKLYN, NY, 11226",School-based Health Center w/ Mental Health,40.64930349999999,-73.95774899999999
581,High School for Public Service: Heroes of Tomorrow,"600 KINGSTON AVENUE, BROOKLYN, NY, 11203",School-based Health Center w/ Mental Health,40.6593652,-73.9431462
582,Brooklyn Academy of Science and the Environment,"883 CLASSON AVENUE, BROOKLYN, NY, 11225",School Mental Health Specialist Program,40.67004070000001,-73.96102859999999
583,Brooklyn School for Music & Theatre,"883 CLASSON AVENUE, BROOKLYN, NY, 11225",Prevention Intervention Program MH,40.67004070000001,-73.96102859999999
584,Brownsville Academy High School,"1150 EAST NEW YORK AVENUE, BROOKLYN, NY, 11212",Community School MH,40.66629460000001,-73.9239496
585,Medgar Evers College Preparatory School,"1186 Carroll Street, Brooklyn, NY, 11225",School Mental Health Specialist Program,40.6669627,-73.9511825
586,Clara Barton High School,"901 CLASSON AVENUE, BROOKLYN, NY, 11225",Prevention Intervention Program MH,40.6690502,-73.9617899
587,Brooklyn Arts and Science Elementary School,"443 ST MARKS AVENUE, BROOKLYN, NY, 11238",H+H School,40.6769629,-73.9600909
588,New Heights Middle School,"790 EAST NEW YORK AVENUE, BROOKLYN, NY, 11203",School Response Team,40.6620182,-73.9362577
589,Brooklyn Institute for Liberal Arts,"600 KINGSTON AVENUE, BROOKLYN, NY, 11203",School-based Health Center w/ Mental Health,40.6593652,-73.9431462
590,P.S. 66,"845 EAST 96 STREET, BROOKLYN, NY, 11236",School Mental Health Specialist Program,40.6487279,-73.9067261
591,I.S. 068 Isaac Bildersee,"956 EAST 82 STREET, BROOKLYN, NY, 11236",School Response Team,40.6348776,-73.9107221
592,P.S. 114 Ryder Elementary,"1077 REMSEN AVENUE, BROOKLYN, NY, 11236",School-based Mental Health Clinic,40.6426492,-73.908012
593,P.S. 208 Elsa Ebeling,"4801 AVENUE D, BROOKLYN, NY, 11203",H+H School,40.6424792,-73.9307007
594,I.S. 211 John Wilson,"1001 EAST 100 STREET, BROOKLYN, NY, 11236",School Mental Health Specialist Program,40.6432708,-73.8958401
595,P.S. 235 Janice Marie Knight School,"525 LENOX ROAD, BROOKLYN, NY, 11203",School Mental Health Specialist Program,40.655042,-73.9406764
596,P.S. 244 Richard R. Green,"5404 TILDEN AVENUE, BROOKLYN, NY, 11203",H+H School,40.6479192,-73.92546519999999
597,P.S. 268 Emma Lazarus,"133 EAST 53 STREET, BROOKLYN, NY, 11203",H+H School,40.6574139,-73.92780739999999
